Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,Sentiment,Confidence
belantara,@asdwf34,2025-09-06T06:55:46.000Z,False,"Pestapora ternyata ada hubungan kerjasama ama freeport, padahal kan freeport menghancurkan bumi dan seinget gw para artist ini ada campaign gitu terkait ini. Nahh, si artist2 tuh baru tau malem day 1. Mengamuk dongg, terus jadinya ada banyak yang cancel di day 2 dan 3",1,0,1,312,[],[],[],https://pbs.twimg.com/profile_images/1962836197862248448/-gCiLYf-_bigger.jpg,https://x.com/asdwf34/status/1964220966181245418,tweet_id:1964220966181245418,negatif,0.9958654642105103
Yoshiharu Kubo,@Muhammad_bayu10,2025-09-06T06:54:23.000Z,False,"Jeketi tetap tampil di pestapora ya?
Ku pikir akan ikuti langkah musisi musisi lain yang mundur karena tahu kalo salah satu sponsor nya 
Itu Freeport",8,7,63,7.8K,[],[],[],https://pbs.twimg.com/profile_images/1969072148091465728/rdkyzryI_bigger.jpg,https://x.com/Muhammad_bayu10/status/1964220617755951243,tweet_id:1964220617755951243,negatif,0.9283345937728882
Layan Truong,@LayanTruong,2025-09-06T06:53:21.000Z,False,"Terbukti Bekerjasama Dengan PT Freeport Indonesia, ini Daftar Band yang Memilih Angkat Kaki dari Panggung Pestapora 2025 - Sketsa Nusantara",1,0,0,151,[],[],[],https://pbs.twimg.com/profile_images/1851966508332953600/oBRZ3Dwd_bigger.jpg,https://x.com/LayanTruong/status/1964220358623416605,tweet_id:1964220358623416605,netral,0.9698951840400696
Radar Madiun,@radarmadiunweb,2025-09-06T06:51:42.000Z,False,"Pestapora hentikan kerja sama dengan Freeport usai menuai kritik. Deretan musisi batal tampil, warganet ramai beri tanggapan.",0,0,1,229,[],[],[],https://pbs.twimg.com/profile_images/1943649085774573569/vwSjHqjt_bigger.jpg,https://x.com/radarmadiunweb/status/1964219942762426684,tweet_id:1964219942762426684,negatif,0.49788597226142883
Ridwan Ariwibowo,@ridwanariwibowo,2025-09-06T06:50:14.000Z,False,"freeport dibwh mind id trs dibwh danantara, tinggal bilang bang ke himbara pln pertamina telkom hati2 kl sponsorin acara.. 
gue yakin bang eo lain pst greget sm pestapora ",2,4,30,2.2K,[],[],"['\\U0001f600', '\\U0001f600']",https://pbs.twimg.com/profile_images/957940814369366016/g2zyNgy0_bigger.jpg,https://x.com/ridwanariwibowo/status/1964219574838055357,tweet_id:1964219574838055357,positif,0.8698146343231201
EVENTLAGI.ID,@eventlagi_id,2025-09-06T06:49:21.000Z,False,Puluhan Musisi yang di Jadwalkan akan Tampil di Pestapora Hari ke 2 dan ke 3  di Pastikan Mundur atau Batal Manggung Setelah Official Statement Memutus Kerjasama antara Pestapora dan PT. Freeport Indonesia. #konser #event,2,2,3,1K,"['#konser', '#event']",[],[],https://pbs.twimg.com/profile_images/1740808206979682304/onIAwU-u_bigger.jpg,https://x.com/eventlagi_id/status/1964219352724754730,tweet_id:1964219352724754730,netral,0.9318265318870544
ram,@varsakalla,2025-09-06T06:47:51.000Z,False,tapi heran juga kenapa pestapora kali ini nerima sponsor dari freeport ya?,0,0,0,1.1K,[],[],[],https://pbs.twimg.com/profile_images/1929557497070960640/Nj2xP5F3_bigger.jpg,https://x.com/varsakalla/status/1964218975963009362,tweet_id:1964218975963009362,negatif,0.9955102205276489
onaf,@sfohere,2025-09-06T06:47:04.000Z,False,lagian pestapora temanya tumbuhan dan alam kok bisa bisanya ngambil sponsorship dari freeport,0,0,0,188,[],[],[],https://pbs.twimg.com/profile_images/1767820676331892736/csqV96AS_bigger.jpg,https://x.com/sfohere/status/1964218775118733688,tweet_id:1964218775118733688,negatif,0.619995653629303
MatahariSenja,@_Matahari_senja,2025-09-06T06:41:37.000Z,False,Menyelenggarakan pesta musik ditengah situasi Indonesia kek gini emg kurang etis terkesan nirempatiPestapora Freeport Ucup,1,2,8,2.5K,[],[],[],https://pbs.twimg.com/profile_images/1796918923927093248/5iTGd4Vs_bigger.jpg,https://x.com/_Matahari_senja/status/1964217405728604306,tweet_id:1964217405728604306,negatif,0.969548225402832
Ayam Bakar ⥀,@mlnmlk,2025-09-06T06:41:20.000Z,False,"Pestapora kalo mau nyari kambing hitam, cukup bilang kalo yang ngajakin Freeport jadi sponsor kalian itu IDN, karena mereka juga pernah numbalin JKT48 untuk kampanye #SawitBaik.

Dijamin bakal banyak yang dukung.

Ttd
Wota merah yang kegocek IDN.",0,4,11,965,['#SawitBaik'],[],[],https://pbs.twimg.com/profile_images/1963062381933953026/q4OABPHY_bigger.jpg,https://x.com/mlnmlk/status/1964217335264223333,tweet_id:1964217335264223333,negatif,0.5133629441261292
KedaiPenaCom,@KedaiPenaCom,2025-09-06T06:37:12.000Z,False,"Diketahui, Pestapora 2025 yang digelar dari 5-7 September di Expo Kemayoran, Jakarta Pusat. Namun, akibat kerjasama dengan PT Freeport Indonesia, pelaksanaan Pestapora 2025 ditinggal sejumlah line up musisi dan band.",0,0,1,223,[],[],[],https://pbs.twimg.com/profile_images/1893761353439137792/wl6Dvwlb_bigger.jpg,https://x.com/KedaiPenaCom/status/1964216292581274088,tweet_id:1964216292581274088,netral,0.9746497869491577
Grok,@grok,2025-09-06T06:37:09.000Z,True,"Berdasarkan info terbaru, berikut daftar band/musisi yang mundur dari Pestapora 2025 karena sponsor Freeport:

Hari 2 (6 Sep): Sukatani, Leipzig, Tarrkam, Kelelawar Malam, Rekah, Petra Sihombing, Hindia, Xin Lie, RRAG, Pelteras, Swellow, The Cottons.

Hari 3 (7 Sep): Negatifa,",1,3,2,1.8K,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964216282645221812,tweet_id:1964216282645221812,netral,0.8992292284965515
Pikiran Rakyat,@pikiran_rakyat,2025-09-06T06:36:51.000Z,True,"Sejumlah musisi tanah air membatalkan penampilannya di festival musik Pestapora 2025. Keputusan itu diambil setelah mengetahui bahwa acara Pestapora disponsori oleh PT. Freeport Indonesia.
.
Kehadiran perusahaan tambang di Papua itu dinilai mencederai perjuangan para musisi untuk",2,16,29,6.6K,[],[],[],https://pbs.twimg.com/profile_images/1962835619123740672/O557poZr_bigger.jpg,https://x.com/pikiran_rakyat/status/1964216207206470139,tweet_id:1964216207206470139,negatif,0.9849745035171509
KedaiPenaCom,@KedaiPenaCom,2025-09-06T06:36:37.000Z,False,"KedaiPena.Com - Direktur Festival Pestapora, Kiki Aulia Ucup, memastikan kegiatan Pestapora 2025 tetap akan bergulir sekalipun sejumlah musisi dan band mundur akibat kerjasama dengan PT Freeport Indonesia.",0,0,1,338,[],[],[],https://pbs.twimg.com/profile_images/1893761353439137792/wl6Dvwlb_bigger.jpg,https://x.com/KedaiPenaCom/status/1964216147894817008,tweet_id:1964216147894817008,netral,0.8937017321586609
Info Jagat Maya,@_jogja,2025-09-06T06:34:45.000Z,False,"Daftar Musisi yang Batal Tampil di Pestapora 2025 Terus Bertambah hypeabis.id/read/51940/daf
… #papua #Freeport",0,0,0,160,"['#papua', '#Freeport']",[],[],https://pbs.twimg.com/profile_images/1686650602577940480/Rjcozllv_bigger.jpg,https://x.com/_jogja/status/1964215676354359802,tweet_id:1964215676354359802,netral,0.9837887287139893
Mr.2 (Two),@bonclay6969,2025-09-06T06:33:22.000Z,True,"a whole team of agents working together on chain is a super cool idea

September cerah freeport pestapora nadiem rich man#JANUAxRENJUN",0,0,0,218,['#JANUAxRENJUN'],[],[],https://pbs.twimg.com/profile_images/1449145812668190722/LjdhJtWg_bigger.jpg,https://x.com/bonclay6969/status/1964215328818549075,tweet_id:1964215328818549075,positif,0.944015622138977
Perumnas 2 Tangerang hadir,@Choppucino,2025-09-06T06:29:39.000Z,False,"Lagu semegah dan semagis ini kalo dibawain di Pestapora juga artis2 lainnya bakal mundur sendiri walaupun tanpa freeport, takut kebanting banget soalnya

Ayang-ayang: Sasya arkhisna",0,1,11,2.2K,[],[],[],https://pbs.twimg.com/profile_images/1706815128480645120/LneFYn8K_bigger.jpg,https://x.com/Choppucino/status/1964214392976769321,tweet_id:1964214392976769321,negatif,0.9880147576332092
tata,@yourqueenru,2025-09-06T06:25:51.000Z,False,"Pestapora kan campaign nya go green, dulu juga sponsornya Greenpeace, masa sekarang sponsornya Freeport yang merusak alam",1,3,2,381,[],[],[],https://pbs.twimg.com/profile_images/1963472271953285120/8kvfRF51_bigger.jpg,https://x.com/yourqueenru/status/1964213437392675263,tweet_id:1964213437392675263,negatif,0.9693416357040405
Grok,@grok,2025-09-06T06:20:14.000Z,True,"Beberapa band mundur dari Pestapora 2025 karena sponsor PT Freeport Indonesia, yang dikritik atas isu kerusakan lingkungan di Papua (pencemaran sungai, limbah tambang), pelanggaran HAM terhadap masyarakat adat, dan eksploitasi sumber daya. Akhirnya, sponsor dibatalkan per 6 Sep",0,0,0,669,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964212023535055107,tweet_id:1964212023535055107,negatif,0.9883467555046082
Grok,@grok,2025-09-06T06:18:30.000Z,True,"Pernyataan resmi dari Pestapora ini mengumumkan pemutusan kerjasama dengan PT Freeport Indonesia per 6 September 2025. Alasan utamanya adalah boikot dari musisi dan kritik publik terhadap Freeport karena isu lingkungan, hak asasi manusia di Papua, dan kontroversi pertambangan.",0,0,0,272,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964211586442449025,tweet_id:1964211586442449025,negatif,0.8558565974235535
Grok,@grok,2025-09-06T06:16:44.000Z,True,"Beberapa band mundur dari Pestapora 2025 karena sponsor Freeport, yang kontroversial terkait isu lingkungan dan hak asasi di Papua. Meski sponsor dibatalkan untuk hari ke-2 dan 3, 12 band seperti Sukatani, Rebellion Rose, dan Kelelawar Malam tetap batal tampil. Ini berdasarkan",0,1,1,507,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964211144413106315,tweet_id:1964211144413106315,negatif,0.9729830026626587
disiniaja.co,@disiniajadotco,2025-09-06T06:15:42.000Z,False,"Pestapora 2025 Putus Kerja Sama dengan PT Freeport Indonesia Usai Ramai Dikecam Publik dan Musisi disiniaja.co/entertainment/
…",0,0,1,173,[],[],[],https://pbs.twimg.com/profile_images/1727594877507215360/nGYv2gfW_bigger.jpg,https://x.com/disiniajadotco/status/1964210884370452514,tweet_id:1964210884370452514,netral,0.49511343240737915
Layan Truong,@LayanTruong,2025-09-06T06:13:16.000Z,False,"Daftar 27 Musisi Mundur dari Pestapora Karena Freeport, Ada Feast hingga Sukatani - Tribunjateng.com",1,0,0,170,[],[],[],https://pbs.twimg.com/profile_images/1851966508332953600/oBRZ3Dwd_bigger.jpg,https://x.com/LayanTruong/status/1964210270412439916,tweet_id:1964210270412439916,netral,0.8982712030410767
I V A L,@valloutboy,2025-09-06T06:07:52.000Z,False,"intinya gini klo tdk salah, baru hari ini/kemaren ketahuan ternyata ada kerjasama sponsor sm pt freeport, trus hari ini banyak performer yg memutuskan buat mundur dr pestapora",0,0,1,223,[],[],[],https://pbs.twimg.com/profile_images/1963171017771323392/RTV5G8g7_bigger.jpg,https://x.com/valloutboy/status/1964208912841781386,tweet_id:1964208912841781386,negatif,0.930778443813324
BANGGHUL - Heavy Music Reviewer,@bangghulam,2025-09-06T06:04:34.000Z,False,"Kabar baik dari huru-hara Pestapora hari ini adalah, semakin banyak orang yang tercerahkan tentang apa yg sebenarnya terjadi dengan Freeport dan Papua.",0,0,2,600,[],[],[],https://pbs.twimg.com/profile_images/1968654283496472576/CuWQTn6I_bigger.jpg,https://x.com/bangghulam/status/1964208080276586686,tweet_id:1964208080276586686,negatif,0.40975821018218994
ㅉ,@ymkbabes,2025-09-06T06:02:04.000Z,False,Java Jazz kmrn partneran sama Freeport juga tp ga ada yg speak up. Semoga suara ini ga berhenti di Pestapora.,1,1,1,351,[],[],[],https://pbs.twimg.com/profile_images/1932377065015369728/AXweurH0_bigger.jpg,https://x.com/ymkbabes/status/1964207452930314319,tweet_id:1964207452930314319,positif,0.517063558101654
Grok,@grok,2025-09-06T05:58:02.000Z,True,"Pestapora adalah festival musik di Jakarta pada 5-7 Sept 2025. Mereka mengumumkan pemutusan kerjasama dengan PT Freeport Indonesia mulai 6 Sept, karena kritik dan boikot dari artis & pengunjung terkait kontroversi Freeport di Papua (lingkungan, hak asasi). Beberapa band tetap",0,0,0,355,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964206436994732144,tweet_id:1964206436994732144,positif,0.40705811977386475
Samekta Bangun,@samektabangun,2025-09-06T05:57:23.000Z,True,Pestapora apakah akronim dari Persatuan Tambang Freeport di Tembagapura?,0,3,1,1K,[],[],[],https://pbs.twimg.com/profile_images/1283449243882012673/_dm2WguV_bigger.jpg,https://x.com/samektabangun/status/1964206273269825664,tweet_id:1964206273269825664,netral,0.9642546772956848
hafiz,@hfzfrqnlzz,2025-09-06T05:55:22.000Z,False,Ooohh awal mulanya freeport tu sponsorship pestapora..,1,0,3,792,[],[],[],https://pbs.twimg.com/profile_images/1886422551121014784/QIm3Vn73_bigger.jpg,https://x.com/hfzfrqnlzz/status/1964205765969035395,tweet_id:1964205765969035395,negatif,0.9657610058784485
kapanlagicom,@KapanLagicom,2025-09-06T05:53:19.000Z,True,"Festival Director Pestapora 2025 Buka Suara, Tegaskan Sudah Putus Kontrak dengan PT Freeport Indonesia#pestapora #kapanlagi #kapanlagihariini #kapanlagiwhatshot #klajg",0,1,5,1.9K,"['#pestapora', '#kapanlagi', '#kapanlagihariini', '#kapanlagiwhatshot', '#klajg']",[],[],https://pbs.twimg.com/profile_images/1940779331942289408/dBU1nyd1_bigger.jpg,https://x.com/KapanLagicom/status/1964205248916214244,tweet_id:1964205248916214244,netral,0.9665209054946899
Street Of Jogja,@streetofjogja,2025-09-06T05:52:59.000Z,True,"Festival musik Pestapora 2025 yang digelar pada 5-7 September 2025 di JIEXPO Kemayoran, Jakarta, mendadak jadi sorotan publik. Bukan karena penampilan musisinya, melainkan lantaran kontroversi kehadiran PT Freeport Indonesia sebagai sponsor di hari pertama.

Meskipun pihak",0,0,0,796,[],[],[],https://pbs.twimg.com/profile_images/1961311647378935809/bMs2cimv_bigger.jpg,https://x.com/streetofjogja/status/1964205167286579642,tweet_id:1964205167286579642,positif,0.5058146715164185
prim,@rivierrra,2025-09-06T05:51:23.000Z,False,lineup asli pestapora x freeport,0,1,5,980,[],[],[],https://pbs.twimg.com/profile_images/1965695132763930624/qXH_fsYc_bigger.jpg,https://x.com/rivierrra/status/1964204764335657410,tweet_id:1964204764335657410,netral,0.9640860557556152
Grok,@grok,2025-09-06T05:50:33.000Z,True,Pestapora adalah festival musik di Jakarta pada 5-7 September 2025. Mereka baru saja mengumumkan pemutusan kerjasama dengan sponsor PT Freeport Indonesia mulai 6 September karena kontroversi dan penarikan artis. Acara tetap berlanjut tanpa afiliasi itu.,0,0,0,261,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964204553366356198,tweet_id:1964204553366356198,negatif,0.6922190189361572
Daily Notif,@daily_notif,2025-09-06T05:48:05.000Z,False,"Pestapora 2025 Putus Kontrak dengan Freeport, Kenapa Sejumlah Band Tetap Pilih Mundur?",0,0,0,294,[],[],[],https://pbs.twimg.com/profile_images/1865725844599263232/6ogkmL5l_bigger.jpg,https://x.com/daily_notif/status/1964203932072206530,tweet_id:1964203932072206530,negatif,0.932938814163208
B,@ch4osie,2025-09-06T05:46:58.000Z,False,"just realize for this pestapora issue with freeport… if the artist can cancel their performances, how about the audience? can they claim refund?",1,0,0,373,[],[],[],https://pbs.twimg.com/profile_images/1962590902293274625/I_y5RfFv_bigger.jpg,https://x.com/ch4osie/status/1964203652903817509,tweet_id:1964203652903817509,negatif,0.5359632968902588
Grok,@grok,2025-09-06T05:45:51.000Z,True,"Banyak performer mundur dari Pestapora 2025 karena sponsor PT Freeport Indonesia, yang dikritik atas isu lingkungan dan hak asasi di Papua. Mereka nyatakan solidaritas dengan korban penindasan. Penyelenggara putus kontrak dengan Freeport pada 6 Sept 2025, tapi beberapa tetap",0,0,1,333,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964203371877060674,tweet_id:1964203371877060674,negatif,0.4930066168308258
Adhi,@Lihatorang,2025-09-06T05:41:07.000Z,False,"Freeport sponsorin Pestapora, banyak performer ga suka akhirnya banyak yg cancel + pestaporanya juga cancel sponsor Freeport buat di day 2 n 3",0,0,0,706,[],[],[],https://pbs.twimg.com/profile_images/1962204743625031681/vhoD5V3q_bigger.jpg,https://x.com/Lihatorang/status/1964202178157171016,tweet_id:1964202178157171016,negatif,0.8562445044517517
Grok,@grok,2025-09-06T05:40:22.000Z,True,"Pestapora 2025 sempat disponsori PT Freeport Indonesia, tapi menuai protes karena isu kerusakan lingkungan dan sosial di Papua. Beberapa band mundur, akhirnya Pestapora putus kontrak per 6 Sep 2025. Ada pandangan pro-mining yang bilang kegiatan Freeport legal dan bermanfaat, tapi",0,0,0,730,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964201990361403436,tweet_id:1964201990361403436,negatif,0.9287522435188293
alpha wolf,@sulaimanariefst,2025-09-06T05:39:40.000Z,False, ini ada masalah apa ya antara pestapora dgn freeport ?,2,0,0,3.1K,[],['@grok'],[],https://pbs.twimg.com/profile_images/1603720765815525376/mOzGcTm__bigger.jpg,https://x.com/sulaimanariefst/status/1964201813445660910,tweet_id:1964201813445660910,negatif,0.994769275188446
Divijataaa.base.eth,@Sugilico3,2025-09-06T05:38:41.000Z,True,"btw seriusan nanya, ada yang bisa jelasin emangnya kenapa kalo Freeport ini mensponsori acara pestapora? (bertanya dengan nada lemah lembut)",0,0,2,632,[],[],[],https://pbs.twimg.com/profile_images/1964978261911343104/sLxwY13__bigger.jpg,https://x.com/Sugilico3/status/1964201565763621282,tweet_id:1964201565763621282,negatif,0.9742006659507751
Albani,@aalbbani,2025-09-06T05:38:25.000Z,False,"duhh pestapora, baru kemarin hype sekarang udah jatuh lagi image nya gegara freeport",0,0,1,175,[],[],[],https://pbs.twimg.com/profile_images/1738143294826414080/zjJj69Jh_bigger.jpg,https://x.com/aalbbani/status/1964201498549899657,tweet_id:1964201498549899657,negatif,0.992679238319397
stefanus apridita pramudya,@ditapramoedya,2025-09-06T05:37:12.000Z,False,Siap menggantikan Hindia di Pestapora. Karena yg ini sudah pasti disponsori Freeport.,1,1,0,765,[],[],[],https://pbs.twimg.com/profile_images/1644287369967972355/uXnkCG-C_bigger.jpg,https://x.com/ditapramoedya/status/1964201192361476526,tweet_id:1964201192361476526,positif,0.5263387560844421
Divijataaa.base.eth,@Sugilico3,2025-09-06T05:37:02.000Z,True,"Mon maap cuma mau tanya, jadi si Freeport ini sudah memberikan sponsorship ke pestapora kah?",0,0,0,224,[],[],[],https://pbs.twimg.com/profile_images/1964978261911343104/sLxwY13__bigger.jpg,https://x.com/Sugilico3/status/1964201153597452542,tweet_id:1964201153597452542,negatif,0.9939050078392029
"acaa, order wa only",@qoseatte,2025-09-06T05:34:33.000Z,False,"alowww, aku dah open, top up robux roblox readyyy!! ready app bisa ditanyakan duluu, order ke wa di bio yahh

t. #zonauang tag tunjangan freeport pestapora",0,0,0,155,['#zonauang'],[],[],https://pbs.twimg.com/profile_images/1967885942372593664/J5RmK-hL_bigger.png,https://x.com/qoseatte/status/1964200526985515309,tweet_id:1964200526985515309,positif,0.7270011901855469
Accidentally,@angelichris,2025-09-06T05:32:20.000Z,False,Bisa tau berita freeport sponsorin pestapora juga bacanya lewat gadget yang dibuat dari hasil tambang ,1,6,18,1.1K,[],[],['\\U0001f642'],https://pbs.twimg.com/profile_images/1281810808599539713/Ctjp7YNu_bigger.jpg,https://x.com/angelichris/status/1964199971336388757,tweet_id:1964199971336388757,netral,0.9580410122871399
lady leow,@_diniwijaya,2025-09-06T05:31:47.000Z,False,Kira-kira apa ya feedback yang di dapatin freeport itu mau ngesponsorin agenda musik pestapora gini? Serius mau tau dan belajar,1,0,6,772,[],[],[],https://pbs.twimg.com/profile_images/1964332794210856960/R6iGSqQd_bigger.jpg,https://x.com/_diniwijaya/status/1964199832467493003,tweet_id:1964199832467493003,negatif,0.9914178848266602
Holy Moly.,@Ramarmdhn__,2025-09-06T05:30:14.000Z,False,"Pestapora ""Pesta freeport tembagapura""",2,9,186,18K,[],[],[],https://pbs.twimg.com/profile_images/1969733778567471104/C-c3JbuL_bigger.jpg,https://x.com/Ramarmdhn__/status/1964199442665390257,tweet_id:1964199442665390257,netral,0.9781904220581055
X T R E M E 𖤐₆₆₆,@XtremeMerch,2025-09-06T05:29:23.000Z,True,Klarifikasi Kiki Ucup mengenai PT Freeport di Pestapora 2025.,64,159,455,46K,[],[],[],https://pbs.twimg.com/profile_images/1874788548911742976/ITQut7AJ_bigger.jpg,https://x.com/XtremeMerch/status/1964199227145257373,tweet_id:1964199227145257373,netral,0.9835563898086548
Grok,@grok,2025-09-06T05:29:19.000Z,True,"Pestapora 2025 tidak dibatalkan, tapi menghadapi kontroversi karena sponsor PT Freeport Indonesia. Beberapa band seperti Sukatani, Navicula, dan lainnya mundur karena isu hak asasi, lingkungan, dan Papua. Panitia resmi putus kerjasama dengan Freeport per 6 Sept 2025, festival",0,0,1,1.8K,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964199209009369249,tweet_id:1964199209009369249,negatif,0.49536406993865967
Attaboy #TheReveFestival #SAPPY,@ReVeluvforRV,2025-09-06T05:28:24.000Z,False,Konteks dong  pestapora 2025 kena cancel karna sponsornya freeport?,1,0,0,9.2K,[],['@grok'],[],https://pbs.twimg.com/profile_images/1157153227499925504/y2D7yp5R_bigger.jpg,https://x.com/ReVeluvforRV/status/1964198978381381906,tweet_id:1964198978381381906,negatif,0.6666373610496521
Harian Jogja,@Harian_Jogja,2025-09-06T05:27:23.000Z,False,"Pestapora Putus Kontrak dengan Freeport, Deretan Band Ini Pilih Mundur leisure.harianjogja.com/read/2025/09/0
…",0,0,0,608,[],[],[],https://pbs.twimg.com/profile_images/1427303328707321865/hoiphJoT_bigger.jpg,https://x.com/Harian_Jogja/status/1964198724059410789,tweet_id:1964198724059410789,netral,0.9791512489318848
WA,@6_arung,2025-09-06T05:27:16.000Z,False,"Satu yang mungkin Pestapora lupa, Freeport bisa kasih tahu ke brand lain untuk tidak jadi sponsor tahun depan.

Kenapa? Duit sudah masuk, tiba-tiba diputus sepihak. Damaging their reputation. 

Brand enggak akan suka yang begini-begini. Siap-siap backfire. ",17,107,270,20K,[],[],['\\U0001f62c'],https://pbs.twimg.com/profile_images/1969039752784711680/rEeGMIiX_bigger.jpg,https://x.com/6_arung/status/1964198693160308937,tweet_id:1964198693160308937,negatif,0.862731397151947
M. Fatahillah Akbar,@mfatahilahakbar,2025-09-06T05:27:09.000Z,False,"kemarin nonton di Kompas TV ada lomba stand up yang diselenggarakan Kompas dan Freeport Indonesia.. sebenernya sempat bertanya2 dalam hati..... 

makanya komika pada diam2 saja ya kasus Pestapora hehehe",3,16,127,5.8K,[],[],[],https://pbs.twimg.com/profile_images/1444484025104486404/LfUUsXtB_bigger.jpg,https://x.com/mfatahilahakbar/status/1964198664101831103,tweet_id:1964198664101831103,negatif,0.9917085766792297
ᴊᴏᴇ ʟᴇᴇ,@iamjoelee,2025-09-06T05:26:17.000Z,True,"From the standpoint of the music industry - this is going to be so interesting to study from a legal context.

Will PT Freeport take legal action against Pestapora?

Will Pestapora take action against the 36 (for now) music acts that have withdrawn?

Were there contractual",0,1,1,974,[],[],[],https://pbs.twimg.com/profile_images/1627513892741214208/wWpzYnd6_bigger.jpg,https://x.com/iamjoelee/status/1964198448221344209,tweet_id:1964198448221344209,netral,0.9165055155754089
Kswari,@c4pt1kus,2025-09-06T05:24:39.000Z,False,"Beberapa band mundur dari #pestapora setelah tahu sponsornya PT Freeport Indonesia (kabarnya sudah putus kontrak sponsor) & yang terlanjur manggung ada yang sumbangkan honornya ke Papua. Dangke banya teman2, kam tra kosong! ",0,1,2,860,['#pestapora'],[],['\\U0001f64f'],https://pbs.twimg.com/profile_images/1963647092616040448/2bh5wfLe_bigger.jpg,https://x.com/c4pt1kus/status/1964198037628113268,tweet_id:1964198037628113268,negatif,0.9475416541099548
nemo,@LinkedIn01,2025-09-06T05:21:49.000Z,False,"""Pestapora bukan cuma menerima sponsor dari Freeport yg menghancurkan bumi Papua ya, guys. Dia jg disponsorin Aqua & Nestle yg mendukung genosida di palestina. Ini acaranya kaum pecinta pembunuhan""",0,0,5,2.4K,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/LinkedIn01/status/1964197324894490696,tweet_id:1964197324894490696,negatif,0.9961246848106384
Senandung Jahe Merah,@randil_01,2025-09-06T05:21:23.000Z,False, ada rame rame apatuh freeport dan pestapora?,0,0,0,128,[],['@iwanfals'],[],https://pbs.twimg.com/profile_images/1962876400295395328/lKZ_xeVY_bigger.jpg,https://x.com/randil_01/status/1964197212004532347,tweet_id:1964197212004532347,negatif,0.9737396240234375
XcakrediX,@CakRedi,2025-09-06T05:21:07.000Z,False,"Daripada sama Freeport,
mending Pestapora collab sama Adul Gemilang Fishing.",0,13,7,4.8K,[],[],[],https://pbs.twimg.com/profile_images/1963166879289368576/fGa0Ih9t_bigger.jpg,https://x.com/CakRedi/status/1964197146229690448,tweet_id:1964197146229690448,positif,0.9538970589637756
Info Jagat Maya,@_jogja,2025-09-06T05:20:21.000Z,False,"Sukatani hingga .Feast Batal Tampil, Pestapora Lepas Freeport sebagai Sponsor",0,0,0,221,[],[],[],https://pbs.twimg.com/profile_images/1686650602577940480/Rjcozllv_bigger.jpg,https://x.com/_jogja/status/1964196952037302434,tweet_id:1964196952037302434,negatif,0.5528653860092163
inilahcom,@inilahdotcom,2025-09-06T05:18:33.000Z,True,"Festival Director Pestapora 2025, Kiki Ucup, akhirnya buka suara dan menegaskan pihaknya tidak menerima dana sepeserpun dari PT Freeport Indonesia.",0,0,0,517,[],[],[],https://pbs.twimg.com/profile_images/1722832886800515072/uj4iptlj_bigger.jpg,https://x.com/inilahdotcom/status/1964196500835356990,tweet_id:1964196500835356990,netral,0.9452157020568848
CALON MILYUNAIRE,@penghibwur,2025-09-06T05:18:23.000Z,False,"menunggu azab yg suka makan duit rakyat.

Tunjangan Freeport Pestapora sahroni",0,0,0,609,[],[],[],https://pbs.twimg.com/profile_images/1968976185578422272/QimBhB86_bigger.jpg,https://x.com/penghibwur/status/1964196460771364871,tweet_id:1964196460771364871,positif,0.7322098612785339
lfn,@lfnzrt,2025-09-06T05:17:09.000Z,False,"Respect sama artis yang mengambil sikap terhadap situasi di Pestapora, Apresiasi juga buat Tim Pestapora yang sudah memberikan penjelasan mengenai kerja samanya dengan PT Freeport",1,0,0,218,[],[],[],https://pbs.twimg.com/profile_images/1963127752649019393/ERsGjJtQ_bigger.jpg,https://x.com/lfnzrt/status/1964196147494371370,tweet_id:1964196147494371370,positif,0.7635704874992371
